image_name,ball_id,center_x,center_y,diameter_px,ball_area_px,void_count,total_void_area_px,largest_void_area_px,void_ratio_percent,largest_void_ratio_percent,quality,is_estimated_pad,confidence,largest_void_diameter_percent,ipc_assessment
PCBA2_06.jpg,1,1574,1187,52,2123.72,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,2,1131,1204,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,3,1195,1210,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,4,1274,1210,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,5,1353,1210,46,1661.9,1,13,13,0.7822,0.7822,PASS,False,1.0,8.84,ACCEPTABLE
PCBA2_06.jpg,6,1432,1210,46,1661.9,2,30,17,1.8052,1.0229,PASS,False,1.0,10.11,ACCEPTABLE
PCBA2_06.jpg,7,1511,1210,48,1809.56,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,8,1676,1199,48,1809.56,1,13,13,0.7184,0.7184,PASS,False,1.0,8.48,ACCEPTABLE
PCBA2_06.jpg,9,1748,1201,52,2123.72,1,49,49,2.3073,2.3073,PASS,False,1.0,15.19,ACCEPTABLE
PCBA2_06.jpg,10,1831,1207,42,1385.44,2,166,85,11.9817,6.1352,REVIEW,False,1.0,24.77,PROCESS INDICATOR
PCBA2_06.jpg,11,1907,1207,42,1385.44,3,118,76,8.5171,5.4856,PASS,False,1.0,23.42,ACCEPTABLE
PCBA2_06.jpg,12,880,1211,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,13,1038,1211,46,1661.9,1,29,29,1.745,1.745,PASS,False,1.0,13.21,ACCEPTABLE
PCBA2_06.jpg,14,716,1212,48,1809.56,1,49,49,2.7078,2.7078,PASS,False,1.0,16.46,ACCEPTABLE
PCBA2_06.jpg,15,791,1217,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,16,959,1220,52,2123.72,1,24,24,1.1301,1.1301,PASS,False,1.0,10.63,ACCEPTABLE
PCBA2_06.jpg,17,1909,1256,44,1520.53,2,42,29,2.7622,1.9072,PASS,False,1.0,13.81,ACCEPTABLE
PCBA2_06.jpg,18,1434,1259,46,1661.9,1,49,49,2.9484,2.9484,PASS,False,1.0,17.17,ACCEPTABLE
PCBA2_06.jpg,19,1592,1259,48,1809.56,1,22,22,1.2158,1.2158,PASS,False,1.0,11.03,ACCEPTABLE
PCBA2_06.jpg,20,1831,1258,48,1809.56,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,21,716,1258,46,1661.9,1,81,81,4.8739,4.8739,PASS,False,1.0,22.08,ACCEPTABLE
PCBA2_06.jpg,22,873,1246,46,1661.9,1,29,29,1.745,1.745,PASS,False,1.0,13.21,ACCEPTABLE
PCBA2_06.jpg,23,1031,1255,50,1963.5,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,24,1116,1260,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,25,1195,1260,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,26,1275,1260,46,1661.9,1,13,13,0.7822,0.7822,PASS,False,1.0,8.84,ACCEPTABLE
PCBA2_06.jpg,27,1355,1260,46,1661.9,1,29,29,1.745,1.745,PASS,False,1.0,13.21,ACCEPTABLE
PCBA2_06.jpg,28,1514,1260,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,29,1737,1261,42,1385.44,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,30,798,1261,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,31,949,1264,50,1963.5,1,113,113,5.755,5.755,PASS,False,1.0,23.99,ACCEPTABLE
PCBA2_06.jpg,32,1679,1262,52,2123.72,2,145,107,6.8277,5.0383,PASS,False,1.0,22.45,ACCEPTABLE
PCBA2_06.jpg,33,1754,1308,44,1520.53,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,34,1433,1309,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,35,1515,1309,48,1809.56,2,58,29,3.2052,1.6026,PASS,False,1.0,12.66,ACCEPTABLE
PCBA2_06.jpg,36,1594,1309,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,37,1674,1309,46,1661.9,1,29,29,1.745,1.745,PASS,False,1.0,13.21,ACCEPTABLE
PCBA2_06.jpg,38,1835,1309,50,1963.5,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,39,709,1310,48,1809.56,1,29,29,1.6026,1.6026,PASS,False,1.0,12.66,ACCEPTABLE
PCBA2_06.jpg,40,792,1308,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,41,872,1308,46,1661.9,1,29,29,1.745,1.745,PASS,False,1.0,13.21,ACCEPTABLE
PCBA2_06.jpg,42,954,1297,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,43,1035,1310,46,1661.9,2,42,29,2.5272,1.745,PASS,False,1.0,13.21,ACCEPTABLE
PCBA2_06.jpg,44,1116,1310,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,45,1195,1310,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,46,1274,1310,44,1520.53,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,47,1355,1310,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,48,1921,1306,52,2123.72,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,49,1927,1357,52,2123.72,1,13,13,0.6121,0.6121,PASS,False,1.0,7.82,ACCEPTABLE
PCBA2_06.jpg,50,1678,1359,44,1520.53,1,29,29,1.9072,1.9072,PASS,False,1.0,13.81,ACCEPTABLE
PCBA2_06.jpg,51,1763,1354,50,1963.5,2,42,29,2.139,1.477,PASS,False,1.0,12.15,ACCEPTABLE
PCBA2_06.jpg,52,716,1359,46,1661.9,1,113,113,6.7994,6.7994,PASS,False,1.0,26.08,ACCEPTABLE
PCBA2_06.jpg,53,873,1358,48,1809.56,1,49,49,2.7078,2.7078,PASS,False,1.0,16.46,ACCEPTABLE
PCBA2_06.jpg,54,952,1358,46,1661.9,3,39,13,2.3467,0.7822,PASS,False,1.0,8.84,ACCEPTABLE
PCBA2_06.jpg,55,1034,1360,46,1661.9,1,29,29,1.745,1.745,PASS,False,1.0,13.21,ACCEPTABLE
PCBA2_06.jpg,56,1115,1360,46,1661.9,2,58,29,3.49,1.745,PASS,False,1.0,13.21,ACCEPTABLE
PCBA2_06.jpg,57,1195,1360,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,58,1274,1360,46,1661.9,1,13,13,0.7822,0.7822,PASS,False,1.0,8.84,ACCEPTABLE
PCBA2_06.jpg,59,1354,1360,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,60,1434,1361,48,1809.56,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,61,1517,1360,48,1809.56,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,62,1843,1363,48,1809.56,1,29,29,1.6026,1.6026,PASS,False,1.0,12.66,ACCEPTABLE
PCBA2_06.jpg,63,791,1358,48,1809.56,2,58,29,3.2052,1.6026,PASS,False,1.0,12.66,ACCEPTABLE
PCBA2_06.jpg,64,1594,1362,48,1809.56,2,70,41,3.8683,2.2657,PASS,False,1.0,15.05,ACCEPTABLE
PCBA2_06.jpg,65,1761,1410,48,1809.56,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,66,701,1414,52,2123.72,1,37,37,1.7422,1.7422,PASS,False,1.0,13.2,ACCEPTABLE
PCBA2_06.jpg,67,875,1411,48,1809.56,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,68,953,1412,44,1520.53,2,78,49,5.1298,3.2226,PASS,False,1.0,17.95,ACCEPTABLE
PCBA2_06.jpg,69,1196,1411,48,1809.56,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,70,1276,1411,48,1809.56,1,27,27,1.4921,1.4921,PASS,False,1.0,12.22,ACCEPTABLE
PCBA2_06.jpg,71,1520,1408,50,1963.5,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,72,1599,1412,48,1809.56,1,13,13,0.7184,0.7184,PASS,False,1.0,8.48,ACCEPTABLE
PCBA2_06.jpg,73,1679,1406,52,2123.72,1,13,13,0.6121,0.6121,PASS,False,1.0,7.82,ACCEPTABLE
PCBA2_06.jpg,74,1850,1415,50,1963.5,2,68,49,3.4632,2.4955,PASS,False,1.0,15.8,ACCEPTABLE
PCBA2_06.jpg,75,787,1413,48,1809.56,1,49,49,2.7078,2.7078,PASS,False,1.0,16.46,ACCEPTABLE
PCBA2_06.jpg,76,1359,1412,48,1809.56,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,77,1442,1412,50,1963.5,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,78,1026,1414,52,2123.72,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,79,1117,1412,46,1661.9,1,29,29,1.745,1.745,PASS,False,1.0,13.21,ACCEPTABLE
PCBA2_06.jpg,80,1928,1407,52,2123.72,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,81,1121,1468,52,2123.72,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,82,701,1466,48,1809.56,1,49,49,2.7078,2.7078,PASS,False,1.0,16.46,ACCEPTABLE
PCBA2_06.jpg,83,951,1464,44,1520.53,1,20,20,1.3153,1.3153,PASS,False,1.0,11.47,ACCEPTABLE
PCBA2_06.jpg,84,1602,1464,50,1963.5,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,85,1684,1463,48,1809.56,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,86,1764,1463,48,1809.56,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,87,1849,1463,50,1963.5,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,88,787,1464,50,1963.5,1,81,81,4.1253,4.1253,PASS,False,1.0,20.31,ACCEPTABLE
PCBA2_06.jpg,89,873,1464,46,1661.9,1,29,29,1.745,1.745,PASS,False,1.0,13.21,ACCEPTABLE
PCBA2_06.jpg,90,1037,1465,48,1809.56,1,29,29,1.6026,1.6026,PASS,False,1.0,12.66,ACCEPTABLE
PCBA2_06.jpg,91,1197,1466,52,2123.72,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,92,1276,1465,52,2123.72,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,93,1358,1465,52,2123.72,2,58,29,2.7311,1.3655,PASS,False,1.0,11.69,ACCEPTABLE
PCBA2_06.jpg,94,1437,1463,50,1963.5,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,95,1943,1460,52,2123.72,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,96,1513,1470,52,2123.72,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,97,695,1520,50,1963.5,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,98,1685,1515,48,1809.56,1,29,29,1.6026,1.6026,PASS,False,1.0,12.66,ACCEPTABLE
PCBA2_06.jpg,99,1939,1513,44,1520.53,2,42,29,2.7622,1.9072,PASS,False,1.0,13.81,ACCEPTABLE
PCBA2_06.jpg,100,781,1512,48,1809.56,1,81,81,4.4762,4.4762,PASS,False,1.0,21.16,ACCEPTABLE
PCBA2_06.jpg,101,1032,1516,46,1661.9,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,102,1603,1516,48,1809.56,1,26,26,1.4368,1.4368,PASS,False,1.0,11.99,ACCEPTABLE
PCBA2_06.jpg,103,1768,1516,46,1661.9,1,29,29,1.745,1.745,PASS,False,1.0,13.21,ACCEPTABLE
PCBA2_06.jpg,104,1858,1520,52,2123.72,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,105,867,1517,50,1963.5,1,81,81,4.1253,4.1253,PASS,False,1.0,20.31,ACCEPTABLE
PCBA2_06.jpg,106,951,1517,50,1963.5,2,78,49,3.9725,2.4955,PASS,False,1.0,15.8,ACCEPTABLE
PCBA2_06.jpg,107,1117,1514,48,1809.56,1,29,29,1.6026,1.6026,PASS,False,1.0,12.66,ACCEPTABLE
PCBA2_06.jpg,108,1527,1516,52,2123.72,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,109,1441,1519,48,1809.56,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,110,1195,1519,52,2123.72,1,29,29,1.3655,1.3655,PASS,False,1.0,11.69,ACCEPTABLE
PCBA2_06.jpg,111,1277,1519,52,2123.72,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,112,1359,1519,52,2123.72,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,113,695,1570,48,1809.56,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,114,777,1580,50,1963.5,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,115,1607,1569,48,1809.56,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,116,1689,1570,48,1809.56,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,117,868,1569,48,1809.56,2,110,81,6.0788,4.4762,PASS,False,1.0,21.16,ACCEPTABLE
PCBA2_06.jpg,118,947,1570,50,1963.5,1,113,113,5.755,5.755,PASS,False,1.0,23.99,ACCEPTABLE
PCBA2_06.jpg,119,1031,1569,48,1809.56,1,81,81,4.4762,4.4762,PASS,False,1.0,21.16,ACCEPTABLE
PCBA2_06.jpg,120,1118,1570,48,1809.56,2,61,32,3.371,1.7684,PASS,False,1.0,13.3,ACCEPTABLE
PCBA2_06.jpg,121,1523,1579,48,1809.56,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,122,1775,1570,50,1963.5,1,29,29,1.477,1.477,PASS,False,1.0,12.15,ACCEPTABLE
PCBA2_06.jpg,123,1863,1574,50,1963.5,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,124,1443,1572,52,2123.72,2,78,49,3.6728,2.3073,PASS,False,1.0,15.19,ACCEPTABLE
PCBA2_06.jpg,125,1942,1568,52,2123.72,1,13,13,0.6121,0.6121,PASS,False,1.0,7.82,ACCEPTABLE
PCBA2_06.jpg,126,1199,1570,52,2123.72,1,81,81,3.8141,3.8141,PASS,False,1.0,19.53,ACCEPTABLE
PCBA2_06.jpg,127,1277,1573,52,2123.72,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,128,1360,1573,52,2123.72,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
PCBA2_06.jpg,129,696,1623,44,1520.53,0,0,0,0.0,0.0,PASS,False,1.0,0.0,ACCEPTABLE
